Vardas              Pavarde             ND1  ND2  ND3  ND4  ND5  ND6  ND7  ND8  ND9  ND10 Egz
Vardas5403          Pavarde5403         4    8    4    6    6    4    10   3    10   6    3    
Vardas5404          Pavarde5404         8    5    3    9    2    9    4    1    2    2    7    
Vardas5405          Pavarde5405         2    1    4    10   9    1    8    2    8    1    2    
Vardas5406          Pavarde5406         7    9    7    4    7    1    10   10   1    2    1    
Vardas5407          Pavarde5407         7    5    4    5    1    4    9    9    4    8    1    
Vardas5408          Pavarde5408         6    5    2    3    5    4    1    10   10   5    8    
Vardas5409          Pavarde5409         5    3    7    8    4    1    4    1    1    9    7    
Vardas5410          Pavarde5410         5    5    10   1    6    3    6    3    5    9    1    
Vardas5411          Pavarde5411         3    8    2    9    3    8    2    2    7    5    6    
Vardas5412          Pavarde5412         10   1    3    8    8    5    4    2    3    3    5    
Vardas5413          Pavarde5413         3    8    9    10   6    4    3    6    9    3    7    
Vardas5414          Pavarde5414         7    8    10   4    2    1    10   8    2    2    3    
Vardas5415          Pavarde5415         6    2    2    10   8    1    2    1    10   2    7    
Vardas5416          Pavarde5416         10   1    9    9    7    10   9    7    2    7    7    
Vardas5417          Pavarde5417         10   8    8    10   9    4    8    6    9    7    2    
Vardas5418          Pavarde5418         10   3    10   9    2    9    5    8    8    4    2    
Vardas5419          Pavarde5419         3    4    2    2    9    3    4    7    6    10   9    
Vardas5420          Pavarde5420         2    7    7    9    4    1    8    5    10   1    1    
Vardas5421          Pavarde5421         3    6    9    7    10   3    5    9    7    5    4    
Vardas5422          Pavarde5422         8    4    6    3    6    2    2    8    9    6    1    
Vardas5423          Pavarde5423         3    9    5    9    4    6    9    1    8    7    10   
Vardas5424          Pavarde5424         7    4    5    7    3    5    8    9    6    8    5    
Vardas5425          Pavarde5425         8    1    8    6    10   2    10   10   6    7    2    
Vardas5426          Pavarde5426         6    8    4    9    4    3    1    7    3    7    1    
Vardas5427          Pavarde5427         2    7    7    5    10   4    9    3    1    1    3    
Vardas5428          Pavarde5428         1    7    4    3    6    8    3    1    7    10   10   
Vardas5429          Pavarde5429         10   1    8    1    4    2    8    5    2    1    7    
Vardas5430          Pavarde5430         5    9    5    5    9    10   6    1    1    4    7    
Vardas5431          Pavarde5431         6    7    3    4    10   3    1    8    5    3    10   
Vardas5432          Pavarde5432         1    9    1    4    10   3    4    2    6    1    1    
Vardas5433          Pavarde5433         6    9    5    3    8    4    4    9    3    6    9    
Vardas5434          Pavarde5434         9    1    1    6    4    9    10   7    5    7    9    
Vardas5435          Pavarde5435         4    10   9    4    8    8    8    2    4    5    1    
Vardas5436          Pavarde5436         7    2    7    4    2    4    3    5    1    6    6    
Vardas5437          Pavarde5437         3    4    2    9    3    10   9    6    9    7    1    
Vardas5438          Pavarde5438         6    6    9    1    1    3    2    10   9    3    4    
Vardas5439          Pavarde5439         9    5    5    1    1    10   2    1    7    1    8    
Vardas5440          Pavarde5440         1    7    6    2    10   9    8    1    6    4    6    
Vardas5441          Pavarde5441         10   8    8    10   4    8    1    5    5    1    4    
Vardas5442          Pavarde5442         7    6    3    9    1    1    10   4    6    6    7    
Vardas5443          Pavarde5443         8    7    3    3    5    7    1    1    10   7    9    
Vardas5444          Pavarde5444         8    9    1    4    3    7    9    7    1    3    6    
Vardas5445          Pavarde5445         4    4    1    8    2    4    8    9    4    7    1    
Vardas5446          Pavarde5446         5    3    10   1    2    4    6    9    9    3    9    
Vardas5447          Pavarde5447         6    7    9    8    1    10   8    10   6    4    2    
Vardas5448          Pavarde5448         4    5    9    6    6    7    2    5    7    3    2    
Vardas5449          Pavarde5449         9    7    7    6    4    3    2    6    9    5    4    
Vardas5450          Pavarde5450         10   10   6    5    1    3    8    3    5    5    2    
Vardas5451          Pavarde5451         10   8    4    3    2    8    2    9    8    10   5    
Vardas5452          Pavarde5452         9    9    4    4    5    5    2    7    3    1    2    
Vardas5453          Pavarde5453         9    5    9    9    1    6    6    2    6    6    5    
Vardas5454          Pavarde5454         3    4    1    6    8    2    6    2    4    6    10   
Vardas5455          Pavarde5455         9    6    5    9    5    8    8    10   1    4    7    
Vardas5456          Pavarde5456         5    3    6    9    7    1    7    6    8    8    7    
Vardas5457          Pavarde5457         3    9    1    6    2    7    1    3    2    3    10   
Vardas5458          Pavarde5458         10   2    2    7    1    3    8    4    10   6    2    
Vardas5459          Pavarde5459         1    4    10   4    1    5    7    2    7    9    1    
Vardas5460          Pavarde5460         10   7    4    5    1    9    3    10   3    2    7    
Vardas5461          Pavarde5461         2    5    7    7    1    6    4    2    9    6    9    
Vardas5462          Pavarde5462         2    9    9    4    2    8    9    5    5    3    2    
Vardas5463          Pavarde5463         8    6    7    7    10   10   6    9    4    2    5    
Vardas5464          Pavarde5464         4    10   6    9    3    9    6    1    1    7    9    
Vardas5465          Pavarde5465         9    2    7    10   8    7    3    7    5    6    4    
Vardas5466          Pavarde5466         1    7    3    5    4    3    3    3    2    10   3    
Vardas5467          Pavarde5467         4    6    8    5    3    7    4    4    8    8    3    
Vardas5468          Pavarde5468         3    3    4    4    2    5    4    2    7    8    8    
Vardas5469          Pavarde5469         6    5    10   9    8    9    3    7    5    5    3    
Vardas5470          Pavarde5470         10   1    4    9    10   7    2    4    7    1    6    
Vardas5471          Pavarde5471         10   10   5    4    6    2    5    1    6    7    9    
Vardas5472          Pavarde5472         6    6    8    5    9    8    7    5    9    4    8    
Vardas5473          Pavarde5473         6    5    3    1    2    2    5    4    4    9    6    
Vardas5474          Pavarde5474         4    7    10   8    3    9    9    7    6    1    7    
Vardas5475          Pavarde5475         6    4    5    7    6    6    8    3    1    2    6    
Vardas5476          Pavarde5476         6    9    10   6    2    7    7    3    10   10   1    
Vardas5477          Pavarde5477         5    5    5    2    7    1    3    7    5    4    4    
Vardas5478          Pavarde5478         9    6    1    5    8    7    6    2    9    7    1    
Vardas5479          Pavarde5479         9    5    3    6    4    10   1    1    3    7    1    
Vardas5480          Pavarde5480         8    5    3    4    6    3    4    6    8    6    3    
Vardas5481          Pavarde5481         5    2    6    3    7    7    7    7    9    10   1    
Vardas5482          Pavarde5482         9    2    1    10   1    3    4    9    8    2    3    
Vardas5483          Pavarde5483         10   8    7    7    5    6    2    10   8    2    8    
Vardas5484          Pavarde5484         7    7    5    2    8    8    1    5    4    7    9    
Vardas5485          Pavarde5485         6    2    3    6    1    2    3    1    8    4    2    
Vardas5486          Pavarde5486         2    10   8    8    4    8    4    8    7    4    9    
Vardas5487          Pavarde5487         4    10   1    2    6    9    6    9    9    9    6    
Vardas5488          Pavarde5488         2    3    3    2    2    9    3    2    2    2    3    
Vardas5489          Pavarde5489         4    4    2    8    9    1    7    9    10   6    6    
Vardas5490          Pavarde5490         6    6    2    7    9    2    2    5    9    3    3    
Vardas5491          Pavarde5491         2    10   10   1    5    2    3    4    8    2    2    
Vardas5492          Pavarde5492         9    2    10   10   5    5    6    5    7    6    4    
Vardas5493          Pavarde5493         6    2    2    8    1    4    7    1    3    6    1    
Vardas5494          Pavarde5494         1    10   9    3    4    2    4    1    9    5    2    
Vardas5495          Pavarde5495         10   9    4    5    6    2    2    8    5    7    5    
Vardas5496          Pavarde5496         8    5    6    4    8    6    2    3    6    2    2    
Vardas5497          Pavarde5497         2    10   9    8    6    1    8    4    4    8    7    
Vardas5498          Pavarde5498         3    4    4    5    5    9    3    6    4    6    9    
Vardas5499          Pavarde5499         1    8    5    8    10   10   3    7    5    5    1    
Vardas5500          Pavarde5500         3    7    4    5    2    1    8    4    9    5    8    
Vardas5501          Pavarde5501         9    10   8    6    7    2    7    5    8    4    2    
Vardas5502          Pavarde5502         8    3    6    1    5    7    4    4    1    8    3    
Vardas5503          Pavarde5503         4    8    4    1    6    5    10   6    8    9    10   
Vardas5504          Pavarde5504         8    5    9    10   10   2    8    6    8    8    8    
Vardas5505          Pavarde5505         9    4    9    8    8    7    9    9    2    10   2    
Vardas5506          Pavarde5506         8    10   1    1    2    4    6    2    6    8    9    
Vardas5507          Pavarde5507         2    4    9    7    3    2    9    4    3    5    2    
Vardas5508          Pavarde5508         2    10   2    3    2    8    9    10   1    8    7    
Vardas5509          Pavarde5509         8    1    6    7    7    5    3    6    1    1    2    
Vardas5510          Pavarde5510         2    10   7    7    6    9    4    4    3    3    2    
Vardas5511          Pavarde5511         10   3    4    8    5    9    4    1    1    3    10   
Vardas5512          Pavarde5512         1    10   8    7    8    3    9    4    4    5    9    
Vardas5513          Pavarde5513         6    1    10   1    9    10   5    4    5    2    5    
Vardas5514          Pavarde5514         1    3    9    3    10   9    5    1    2    2    6    
Vardas5515          Pavarde5515         8    10   8    6    10   3    8    4    9    4    2    
Vardas5516          Pavarde5516         4    2    5    3    5    7    7    7    6    4    3    
Vardas5517          Pavarde5517         9    3    4    4    1    1    2    1    2    9    2    
Vardas5518          Pavarde5518         3    5    7    7    5    4    2    7    2    4    2    
Vardas5519          Pavarde5519         7    10   2    10   9    7    5    8    7    1    5    
Vardas5520          Pavarde5520         4    10   1    8    1    2    3    6    2    9    5    
Vardas5521          Pavarde5521         7    8    8    7    9    8    7    6    8    10   5    
Vardas5522          Pavarde5522         6    6    9    9    1    4    7    8    1    1    5    
Vardas5523          Pavarde5523         3    1    1    10   3    6    1    3    5    5    9    
Vardas5524          Pavarde5524         6    7    7    6    4    7    2    3    3    1    1    
Vardas5525          Pavarde5525         6    3    5    1    6    6    6    5    10   5    7    
Vardas5526          Pavarde5526         5    7    5    4    6    7    1    10   9    10   3    
Vardas5527          Pavarde5527         10   4    8    3    7    8    5    5    6    3    1    
Vardas5528          Pavarde5528         3    7    7    7    8    10   2    7    5    10   4    
Vardas5529          Pavarde5529         5    3    6    6    3    3    4    1    4    7    9    
Vardas5530          Pavarde5530         2    9    4    3    4    5    8    2    8    7    7    
Vardas5531          Pavarde5531         5    5    3    9    7    3    1    7    8    4    8    
Vardas5532          Pavarde5532         2    9    8    5    6    8    6    1    1    8    9    
Vardas5533          Pavarde5533         8    3    2    2    10   1    10   8    3    2    6    
Vardas5534          Pavarde5534         3    10   1    10   8    3    7    1    5    8    3    
Vardas5535          Pavarde5535         4    2    3    5    4    8    9    8    3    4    3    
Vardas5536          Pavarde5536         4    3    10   1    1    4    9    3    7    5    6    
Vardas5537          Pavarde5537         5    3    5    9    3    6    9    9    1    5    3    
Vardas5538          Pavarde5538         3    9    6    9    4    7    3    6    10   7    6    
Vardas5539          Pavarde5539         4    8    1    1    2    10   4    2    6    6    1    
Vardas5540          Pavarde5540         6    8    6    7    1    7    7    1    10   10   5    
Vardas5541          Pavarde5541         7    5    9    6    8    8    2    9    6    2    10   
Vardas5542          Pavarde5542         5    9    8    10   4    10   6    2    7    1    2    
Vardas5543          Pavarde5543         6    2    10   2    5    7    3    4    1    6    4    
Vardas5544          Pavarde5544         9    5    4    9    3    3    3    8    5    1    6    
Vardas5545          Pavarde5545         8    6    6    4    2    1    7    1    5    8    9    
Vardas5546          Pavarde5546         7    10   4    3    9    3    10   2    3    1    7    
Vardas5547          Pavarde5547         1    9    3    4    2    2    7    10   9    9    1    
Vardas5548          Pavarde5548         9    3    6    5    6    3    3    10   3    8    7    
Vardas5549          Pavarde5549         8    6    1    8    9    9    4    8    9    9    1    
Vardas5550          Pavarde5550         3    6    7    6    2    2    1    6    8    4    8    
Vardas5551          Pavarde5551         1    2    10   8    10   7    9    7    6    9    7    
Vardas5552          Pavarde5552         2    7    7    5    3    7    4    10   4    10   10   
Vardas5553          Pavarde5553         4    4    8    1    5    8    10   10   8    2    5    
Vardas5554          Pavarde5554         7    4    7    6    7    7    7    6    3    2    9    
Vardas5555          Pavarde5555         1    2    6    9    10   9    5    5    7    5    6    
Vardas5556          Pavarde5556         1    3    5    1    4    1    3    2    6    10   2    
Vardas5557          Pavarde5557         2    6    1    6    9    6    3    2    2    4    5    
Vardas5558          Pavarde5558         7    2    4    2    3    1    6    2    9    8    8    
Vardas5559          Pavarde5559         5    7    9    4    2    7    7    6    2    6    8    
Vardas5560          Pavarde5560         5    6    3    6    10   7    1    6    9    4    9    
Vardas5561          Pavarde5561         10   9    1    3    5    7    2    8    3    9    1    
Vardas5562          Pavarde5562         10   3    7    9    3    4    4    8    1    1    5    
Vardas5563          Pavarde5563         5    10   9    8    3    5    9    9    8    8    8    
Vardas5564          Pavarde5564         4    1    3    8    9    5    10   4    5    2    9    
Vardas5565          Pavarde5565         5    1    3    7    2    1    3    3    9    5    1    
Vardas5566          Pavarde5566         3    10   9    5    4    7    8    1    8    7    1    
Vardas5567          Pavarde5567         2    1    4    7    3    5    2    9    6    8    2    
Vardas5568          Pavarde5568         10   9    1    4    2    2    10   6    9    3    9    
Vardas5569          Pavarde5569         10   5    10   6    1    9    3    7    8    5    2    
Vardas5570          Pavarde5570         10   8    6    6    9    4    10   4    1    7    4    
Vardas5571          Pavarde5571         5    6    2    6    2    4    5    2    9    4    4    
Vardas5572          Pavarde5572         4    6    5    7    3    10   6    6    3    8    10   
Vardas5573          Pavarde5573         2    7    10   1    8    8    6    1    2    5    3    
Vardas5574          Pavarde5574         2    7    3    7    5    5    9    5    4    1    7    
Vardas5575          Pavarde5575         8    5    9    6    6    10   4    4    4    1    5    
Vardas5576          Pavarde5576         10   7    2    1    5    8    7    7    1    5    8    
Vardas5577          Pavarde5577         6    8    4    5    6    4    6    6    8    3    9    
Vardas5578          Pavarde5578         2    5    7    3    7    3    10   1    6    5    3    
Vardas5579          Pavarde5579         7    2    5    8    10   3    7    4    1    2    2    
Vardas5580          Pavarde5580         8    9    4    8    8    1    8    2    9    1    4    
Vardas5581          Pavarde5581         7    6    7    3    2    10   1    6    5    3    8    
Vardas5582          Pavarde5582         7    9    6    5    5    10   2    2    6    8    9    
Vardas5583          Pavarde5583         2    10   4    6    8    8    8    2    9    2    4    
Vardas5584          Pavarde5584         6    8    6    3    8    7    5    6    9    8    2    
Vardas5585          Pavarde5585         5    10   3    7    7    5    8    9    3    9    3    
Vardas5586          Pavarde5586         8    6    2    10   3    9    2    9    5    5    6    
Vardas5587          Pavarde5587         1    5    3    7    1    5    7    10   10   3    6    
Vardas5588          Pavarde5588         2    1    9    1    6    3    1    2    7    6    7    
Vardas5589          Pavarde5589         1    3    5    1    6    1    1    1    7    7    8    
Vardas5590          Pavarde5590         8    3    10   1    5    5    6    6    6    1    4    
Vardas5591          Pavarde5591         5    6    5    2    1    4    2    4    3    6    6    
Vardas5592          Pavarde5592         1    3    8    7    8    2    6    8    5    7    1    
Vardas5593          Pavarde5593         6    7    2    7    2    9    4    6    7    2    2    
Vardas5594          Pavarde5594         5    10   2    10   1    4    1    2    1    10   5    
Vardas5595          Pavarde5595         2    7    7    8    4    3    3    2    2    7    3    
Vardas5596          Pavarde5596         3    4    7    1    3    4    1    7    1    10   2    
Vardas5597          Pavarde5597         8    6    6    8    6    1    7    4    8    2    4    
Vardas5598          Pavarde5598         5    1    7    7    8    7    1    5    9    1    4    
Vardas5599          Pavarde5599         6    3    8    10   10   7    3    5    3    9    6    
Vardas5600          Pavarde5600         8    9    3    3    8    1    10   9    10   5    2    
Vardas5601          Pavarde5601         6    6    9    1    5    5    10   5    3    3    5    
Vardas5602          Pavarde5602         4    9    8    9    9    6    4    10   10   4    7    
Vardas5603          Pavarde5603         1    5    2    4    8    10   2    10   9    6    1    
Vardas5604          Pavarde5604         4    2    7    6    7    7    7    4    9    7    2    
Vardas5605          Pavarde5605         9    10   10   8    9    6    6    4    9    2    2    
Vardas5606          Pavarde5606         5    10   10   6    7    5    10   5    1    1    1    
Vardas5607          Pavarde5607         7    8    7    5    3    8    5    2    1    5    1    
Vardas5608          Pavarde5608         7    7    9    7    8    7    1    7    6    10   9    
Vardas5609          Pavarde5609         8    1    5    7    9    1    5    2    7    10   10   
Vardas5610          Pavarde5610         6    5    6    6    10   10   7    4    4    5    8    
Vardas5611          Pavarde5611         5    1    2    8    10   9    5    3    6    7    1    
Vardas5612          Pavarde5612         3    1    10   4    4    4    5    1    5    10   10   
Vardas5613          Pavarde5613         4    3    2    3    2    9    5    6    1    7    8    
Vardas5614          Pavarde5614         3    2    2    3    7    6    5    10   4    2    9    
Vardas5615          Pavarde5615         10   8    4    3    3    6    10   9    1    10   1    
Vardas5616          Pavarde5616         2    7    7    10   8    1    9    4    1    4    2    
Vardas5617          Pavarde5617         1    6    6    4    4    2    2    6    3    7    10   
Vardas5618          Pavarde5618         3    6    1    2    10   7    9    8    1    5    7    
Vardas5619          Pavarde5619         3    3    5    5    6    7    2    2    1    7    5    
Vardas5620          Pavarde5620         1    3    2    4    6    8    3    1    2    10   7    
Vardas5621          Pavarde5621         1    3    9    7    3    1    3    3    1    3    8    
Vardas5622          Pavarde5622         2    10   7    9    5    10   6    9    9    3    10   
Vardas5623          Pavarde5623         2    1    4    5    6    3    10   3    4    6    6    
Vardas5624          Pavarde5624         9    8    8    1    10   6    6    10   1    8    10   
Vardas5625          Pavarde5625         7    10   8    3    8    7    2    6    3    9    5    
Vardas5626          Pavarde5626         10   9    8    3    5    6    8    10   8    6    10   
Vardas5627          Pavarde5627         7    6    4    9    10   7    3    8    7    5    5    
Vardas5628          Pavarde5628         7    9    5    2    6    10   10   2    7    10   1    
Vardas5629          Pavarde5629         7    10   8    10   6    10   7    1    1    9    5    
Vardas5630          Pavarde5630         6    9    6    9    4    7    10   9    3    4    6    
Vardas5631          Pavarde5631         7    10   7    9    2    7    9    5    3    4    7    
Vardas5632          Pavarde5632         4    7    9    9    6    7    2    2    6    2    8    
Vardas5633          Pavarde5633         7    1    2    1    4    1    3    3    7    10   3    
Vardas5634          Pavarde5634         6    10   2    2    2    9    7    8    1    8    10   
Vardas5635          Pavarde5635         7    1    1    3    10   8    6    8    2    5    3    
Vardas5636          Pavarde5636         2    3    5    9    7    7    2    6    10   8    1    
Vardas5637          Pavarde5637         3    2    7    10   9    2    10   3    5    7    8    
Vardas5638          Pavarde5638         9    4    9    4    6    4    2    7    10   1    7    
Vardas5639          Pavarde5639         5    5    2    3    1    10   10   6    3    8    8    
Vardas5640          Pavarde5640         8    8    9    8    6    9    5    7    9    2    2    
Vardas5641          Pavarde5641         5    6    10   8    9    8    5    9    8    2    6    
Vardas5642          Pavarde5642         5    2    1    9    3    8    7    2    5    6    2    
Vardas5643          Pavarde5643         8    7    5    8    1    5    7    3    3    3    4    
Vardas5644          Pavarde5644         5    8    10   4    10   10   4    7    5    10   5    
Vardas5645          Pavarde5645         3    1    3    5    1    1    1    3    3    9    6    
Vardas5646          Pavarde5646         8    9    7    8    1    2    8    3    1    8    3    
Vardas5647          Pavarde5647         6    1    8    7    2    2    7    10   1    1    2    
Vardas5648          Pavarde5648         1    7    2    4    1    7    6    2    6    10   7    
Vardas5649          Pavarde5649         5    5    2    1    4    8    8    2    2    10   5    
Vardas5650          Pavarde5650         1    10   2    3    5    5    5    5    3    6    8    
Vardas5651          Pavarde5651         9    5    3    8    6    10   6    5    3    6    9    
Vardas5652          Pavarde5652         3    10   10   6    6    9    6    1    9    3    2    
Vardas5653          Pavarde5653         1    5    1    1    1    4    7    8    5    8    10   
Vardas5654          Pavarde5654         3    5    6    4    8    2    7    4    1    2    6    
Vardas5655          Pavarde5655         3    3    7    8    10   8    10   1    10   9    5    
Vardas5656          Pavarde5656         3    1    1    9    3    9    7    10   9    6    8    
Vardas5657          Pavarde5657         6    10   5    8    9    10   1    9    3    6    1    
Vardas5658          Pavarde5658         2    10   9    4    8    2    6    4    7    1    9    
Vardas5659          Pavarde5659         7    4    8    2    8    6    1    3    9    8    4    
Vardas5660          Pavarde5660         3    9    2    1    3    5    7    1    7    9    5    
Vardas5661          Pavarde5661         6    2    6    2    10   5    7    2    4    10   6    
Vardas5662          Pavarde5662         4    8    8    10   7    9    5    5    8    10   5    
Vardas5663          Pavarde5663         6    7    3    7    10   7    9    2    3    2    10   
Vardas5664          Pavarde5664         9    4    1    4    1    4    10   9    2    9    9    
Vardas5665          Pavarde5665         6    6    4    10   10   2    4    6    1    1    6    
Vardas5666          Pavarde5666         9    1    8    6    7    7    4    7    9    3    3    
Vardas5667          Pavarde5667         8    3    7    6    4    9    9    7    9    5    3    
Vardas5668          Pavarde5668         5    8    10   3    8    6    6    5    2    4    6    
Vardas5669          Pavarde5669         6    3    1    4    6    2    3    3    3    5    5    
Vardas5670          Pavarde5670         7    7    5    9    3    9    10   1    10   4    5    
Vardas5671          Pavarde5671         4    4    3    10   7    7    8    10   10   3    4    
Vardas5672          Pavarde5672         8    1    2    4    7    9    9    1    7    8    3    
Vardas5673          Pavarde5673         1    5    4    9    8    6    9    7    4    4    8    
Vardas5674          Pavarde5674         10   9    1    5    3    7    10   6    5    2    4    
Vardas5675          Pavarde5675         5    5    10   1    5    1    5    2    5    1    1    
Vardas5676          Pavarde5676         2    9    4    10   6    4    9    10   7    3    8    
Vardas5677          Pavarde5677         10   5    4    8    5    10   4    4    5    8    3    
Vardas5678          Pavarde5678         9    8    2    6    7    9    5    1    10   1    2    
Vardas5679          Pavarde5679         6    8    2    10   4    10   6    7    3    10   6    
Vardas5680          Pavarde5680         5    3    3    10   5    6    6    10   9    4    9    
Vardas5681          Pavarde5681         7    1    4    2    6    2    2    4    5    8    5    
Vardas5682          Pavarde5682         5    5    5    2    10   3    6    9    7    2    5    
Vardas5683          Pavarde5683         8    1    7    2    2    6    6    7    5    10   2    
Vardas5684          Pavarde5684         7    10   6    9    7    2    10   2    1    10   6    
Vardas5685          Pavarde5685         8    8    2    7    5    9    10   5    6    6    5    
Vardas5686          Pavarde5686         8    7    5    6    6    1    6    8    10   7    6    
Vardas5687          Pavarde5687         7    1    8    9    9    2    2    8    10   9    6    
Vardas5688          Pavarde5688         9    3    8    1    5    4    10   6    1    10   4    
Vardas5689          Pavarde5689         5    7    8    4    2    6    9    3    3    7    5    
Vardas5690          Pavarde5690         10   3    3    7    8    2    3    7    2    8    4    
Vardas5691          Pavarde5691         7    4    5    8    7    9    5    2    1    7    2    
Vardas5692          Pavarde5692         6    8    6    3    1    6    9    4    9    6    5    
Vardas5693          Pavarde5693         3    10   10   5    9    2    4    4    7    6    7    
Vardas5694          Pavarde5694         6    2    1    1    1    6    6    9    9    8    3    
Vardas5695          Pavarde5695         9    5    2    3    1    3    1    8    2    9    10   
Vardas5696          Pavarde5696         7    6    9    9    7    10   5    8    8    7    9    
Vardas5697          Pavarde5697         3    1    2    4    2    8    5    5    3    1    3    
Vardas5698          Pavarde5698         7    2    10   1    3    6    7    5    8    7    6    
Vardas5699          Pavarde5699         7    10   10   7    5    3    6    9    6    10   6    
Vardas5700          Pavarde5700         6    7    6    8    6    3    2    8    4    6    4    
Vardas5701          Pavarde5701         6    2    2    5    8    7    4    10   5    7    10   
Vardas5702          Pavarde5702         2    2    8    4    1    1    3    10   2    8    5    
Vardas5703          Pavarde5703         5    6    2    6    8    2    7    1    4    7    4    
Vardas5704          Pavarde5704         1    3    10   4    6    5    4    5    9    9    6    
Vardas5705          Pavarde5705         1    6    2    6    8    10   10   10   9    7    8    
Vardas5706          Pavarde5706         6    4    3    6    5    1    5    7    3    10   10   
Vardas5707          Pavarde5707         6    1    1    6    3    2    4    9    1    9    10   
Vardas5708          Pavarde5708         3    4    2    4    10   6    1    10   6    3    10   
Vardas5709          Pavarde5709         6    1    7    4    5    8    10   6    3    8    2    
Vardas5710          Pavarde5710         4    10   6    2    10   7    7    5    9    8    2    
Vardas5711          Pavarde5711         1    7    2    5    4    1    3    9    10   4    3    
Vardas5712          Pavarde5712         4    7    5    2    1    10   6    1    3    5    1    
Vardas5713          Pavarde5713         10   6    3    1    5    8    9    8    6    9    9    
Vardas5714          Pavarde5714         3    9    3    6    10   1    2    9    1    5    8    
Vardas5715          Pavarde5715         8    6    7    9    7    4    5    6    4    7    4    
Vardas5716          Pavarde5716         8    8    3    9    9    1    2    6    2    3    2    
Vardas5717          Pavarde5717         4    10   8    9    3    1    8    8    8    4    4    
Vardas5718          Pavarde5718         4    7    10   6    2    1    6    7    8    8    8    
Vardas5719          Pavarde5719         4    8    3    10   10   2    3    3    1    7    2    
Vardas5720          Pavarde5720         10   9    10   4    10   5    10   8    8    9    7    
Vardas5721          Pavarde5721         7    2    3    2    7    7    1    4    1    7    5    
Vardas5722          Pavarde5722         7    4    4    10   7    8    7    1    7    1    7    
Vardas5723          Pavarde5723         6    7    1    6    1    2    5    9    10   10   7    
Vardas5724          Pavarde5724         2    6    5    4    2    10   7    2    1    10   7    
Vardas5725          Pavarde5725         2    4    10   1    6    1    7    8    6    6    1    
Vardas5726          Pavarde5726         1    4    9    6    3    8    8    1    5    2    5    
Vardas5727          Pavarde5727         1    7    3    3    1    6    2    1    9    6    7    
Vardas5728          Pavarde5728         10   6    10   4    4    9    8    10   2    9    8    
Vardas5729          Pavarde5729         10   3    3    8    9    1    3    4    3    8    4    
Vardas5730          Pavarde5730         8    4    1    10   10   2    10   3    10   4    2    
Vardas5731          Pavarde5731         1    6    6    10   1    6    8    4    8    7    9    
Vardas5732          Pavarde5732         3    5    4    7    3    7    2    5    4    3    1    
Vardas5733          Pavarde5733         9    9    9    6    1    10   2    5    10   5    5    
Vardas5734          Pavarde5734         10   5    3    9    2    9    6    8    6    4    8    
Vardas5735          Pavarde5735         10   8    3    7    5    5    5    9    4    2    1    
Vardas5736          Pavarde5736         5    8    9    6    2    4    3    1    6    8    8    
Vardas5737          Pavarde5737         5    4    1    10   8    2    5    5    5    10   6    
Vardas5738          Pavarde5738         8    10   5    9    1    8    7    10   2    2    10   
Vardas5739          Pavarde5739         1    4    7    5    3    4    10   2    8    4    10   
Vardas5740          Pavarde5740         10   4    5    2    9    7    5    9    6    9    2    
Vardas5741          Pavarde5741         5    2    6    1    7    3    1    9    1    3    10   
Vardas5742          Pavarde5742         4    7    9    7    2    1    5    2    7    5    1    
Vardas5743          Pavarde5743         10   1    2    2    5    2    5    9    1    5    5    
Vardas5744          Pavarde5744         5    1    5    7    6    4    3    7    2    5    8    
Vardas5745          Pavarde5745         4    7    2    4    6    2    2    4    9    10   9    
Vardas5746          Pavarde5746         10   9    10   9    8    5    3    7    2    7    10   
Vardas5747          Pavarde5747         4    3    8    2    10   3    5    6    9    1    2    
Vardas5748          Pavarde5748         4    4    9    8    2    1    3    3    10   7    1    
Vardas5749          Pavarde5749         7    9    2    6    10   7    6    6    10   8    4    
Vardas5750          Pavarde5750         4    5    2    9    1    8    6    4    5    4    2    
Vardas5751          Pavarde5751         10   2    6    1    7    2    2    7    4    7    3    
Vardas5752          Pavarde5752         5    1    2    6    9    6    9    6    6    3    10   
Vardas5753          Pavarde5753         2    5    5    5    9    4    8    4    3    6    6    
Vardas5754          Pavarde5754         9    1    6    7    9    10   4    2    6    6    4    
Vardas5755          Pavarde5755         2    8    10   8    4    9    10   4    1    2    7    
Vardas5756          Pavarde5756         7    3    8    1    8    5    1    10   3    6    2    
Vardas5757          Pavarde5757         10   3    1    4    3    4    5    10   7    10   1    
Vardas5758          Pavarde5758         7    8    5    8    8    6    6    8    10   1    5    
Vardas5759          Pavarde5759         8    8    4    9    9    1    6    5    10   8    3    
Vardas5760          Pavarde5760         1    5    1    8    1    6    9    1    7    8    10   
Vardas5761          Pavarde5761         5    2    8    2    8    5    6    8    5    8    10   
Vardas5762          Pavarde5762         1    5    8    4    7    3    2    10   2    6    1    
Vardas5763          Pavarde5763         6    8    9    6    3    7    1    7    7    7    2    
Vardas5764          Pavarde5764         10   4    7    3    2    3    5    7    8    8    2    
Vardas5765          Pavarde5765         3    10   6    5    7    3    2    9    4    7    1    
Vardas5766          Pavarde5766         7    7    8    10   1    10   10   7    4    2    4    
Vardas5767          Pavarde5767         2    9    6    8    1    7    8    3    10   10   3    
Vardas5768          Pavarde5768         3    5    7    8    5    2    6    5    7    4    4    
